tokenized_text,ner
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Kadin"", ""by"", ""Bertrice"", ""Small""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""Any"", ""recommendations"", ""by"", ""Jerome"", "","", ""Jerome"", ""K"", ""."", ""("", ""Jerome"", ""Klapka"", "")"", "","", ""1859-1927"", ""?""]","[{""start"": 3, ""end"": 13, ""label"": ""author""}]"
"[""find"", ""work"", ""principes"", ""de"", ""la"", ""philosophie"", ""de"", ""l"", ""'"", ""histoire"", ""traduits"", ""de"", ""la"", ""'"", ""scienza"", ""nuova"", "","", ""author"", ""vico"", "","", ""giambattista"", "","", ""1668-1744"", ""and"", ""michelet"", "","", ""jules"", "","", ""1798-1874"", ""["", ""translator"", ""]"", "".""]","[{""start"": 2, ""end"": 15, ""label"": ""title""}, {""start"": 18, ""end"": 22, ""label"": ""author""}, {""start"": 24, ""end"": 31, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Even"", ""Cowgirls"", ""Get"", ""the"", ""Blues"", "","", ""it's"", ""wild"", "".""]","[[6, 10, ""title""]]"
"[""Tell"", ""me"", ""about"", ""the"", ""scribe"", ""Decorde"", "","", ""J"", ""."", ""-"", ""E"", ""."", ""("", ""Jean-Eug\u00e8ne"", "")"", "","", ""1811-1881"", "".""]","[{""start"": 5, ""end"": 16, ""label"": ""author""}]"
"[""Have"", ""you"", ""read"", ""Moon"", ""Called"", ""yet"", "","", ""especially"", ""since"", ""it's"", ""by"", ""Patricia"", ""Briggs"", ""?""]","[[3, 4, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Living"", ""with"", ""the"", ""Dead"", ""by"", ""Kelley"", ""Armstrong"", "".""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""I"", ""kept"", ""thinking"", ""about"", ""Oscar"", ""Wilde"", ""and"", ""The"", ""Picture"", ""of"", ""Dorian"", ""Gray"", ""and"", ""Other"", ""Fantastic"", ""Tales"", ""after"", ""finishing"", ""it"", "".""]","[[4, 5, ""author""], [7, 15, ""title""]]"
"[""I"", ""Want"", ""To"", ""Read"", ""The"", ""Black"", ""Barque"", ""A"", ""Tales"", ""Of"", ""The"", ""Pirate"", ""Slave-Ship"", ""Gentle"", ""Hand"", ""On"", ""Her"", ""Last"", ""African"", ""Cruise"", ""By"", ""Hains"", "","", ""T"", ""."", ""Jenkins"", ""("", ""Thornton"", ""Jenkins"", "")"", "","", ""1866-1953"", ""And"", ""Dunton"", "","", ""W"", ""."", ""Herbert"", "","", ""1878-1936"", ""["", ""Illustrator"", ""]"", "".""]","[{""start"": 4, ""end"": 19, ""label"": ""title""}, {""start"": 21, ""end"": 31, ""label"": ""author""}, {""start"": 33, ""end"": 42, ""label"": ""author""}]"
"[""Reading"", ""World"", ""of"", ""Wonders"", ""by"", ""Robertson"", ""Davies"", "","", ""Wayne"", ""Johnston"", ""("", ""Introduction"", "")"", ""on"", ""my"", ""commute"", ""today"", "".""]","[[1, 3, ""title""], [5, 6, ""author""], [8, 9, ""author""]]"
"[""Can"", ""you"", ""find"", ""the"", ""story"", ""Avioliitto"", "":"", ""Tarina"", ""tuhansien"", ""joukosta"", ""written"", ""by"", ""Kianto"", "","", ""Ilmari"", "","", ""1874-1970"", ""?""]","[{""start"": 5, ""end"": 9, ""label"": ""title""}, {""start"": 12, ""end"": 16, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Zero"", ""K"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Hard"", ""to"", ""Love"", ""by"", ""Kendall"", ""Ryan"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""what"", ""did"", ""j\u00e4rventaus"", "","", ""arvi"", "","", ""1883-1939"", ""write"", ""?""]","[{""start"": 2, ""end"": 6, ""label"": ""author""}]"
"[""I"", ""want"", ""to"", ""read"", ""Through"", ""the"", ""Heart"", ""of"", ""Patagonia"", ""by"", ""Hesketh-Prichard"", "","", ""H"", ""."", ""("", ""Hesketh"", "")"", "","", ""1876-1922"", ""and"", ""Millais"", "","", ""John"", ""Guille"", "","", ""1865-1931"", ""["", ""Illustrator"", ""]"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""title""}, {""start"": 10, ""end"": 18, ""label"": ""author""}, {""start"": 20, ""end"": 28, ""label"": ""author""}]"
"[""What"", ""is"", ""the"", ""text"", ""The"", ""Story"", ""of"", ""Cole"", ""Younger"", "","", ""by"", ""Himself"", ""about"", ""?""]","[{""start"": 4, ""end"": 11, ""label"": ""title""}]"
"[""I"", ""'"", ""m"", ""interested"", ""in"", ""Fragments"", ""of"", ""an"", ""Autobiography"", "".""]","[{""start"": 5, ""end"": 8, ""label"": ""title""}]"
"[""I"", ""watched"", ""Disney"", ""Frozen"", ""again"", ""last"", ""night"", "","", ""it's"", ""basically"", ""a"", ""classic"", "".""]","[[2, 3, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Royal"", ""We"", ""by"", ""Heather"", ""Cocks"", ""and"", ""Jessica"", ""Morgan"", "".""]","[[6, 8, ""title""], [10, 11, ""author""], [13, 14, ""author""]]"
"[""Any"", ""recommendations"", ""by"", ""Brennan"", "","", ""Joseph"", ""Payne"", "","", ""1918-1990"", ""?""]","[{""start"": 3, ""end"": 8, ""label"": ""author""}]"
"[""That"", ""new"", ""edition"", ""of"", ""Ksi\u0119\u017cniczka"", ""by"", ""Andrzej"", ""Pilipiuk"", ""is"", ""quirky"", "","", ""right"", ""?""]","[[4, 4, ""title""], [6, 7, ""author""]]"
"[""Have"", ""You"", ""Heard"", ""Of"", ""The"", ""Publication"", ""Prosper"", ""M\u00e9rim\u00e9e"", ""'"", ""S"", ""Short"", ""Stories"", ""?""]","[{""start"": 6, ""end"": 11, ""label"": ""title""}]"
"[""Have"", ""you"", ""read"", ""The"", ""Exceptions"", ""yet"", ""?"", ""I"", ""think"", ""David"", ""Cristofano"", ""is"", ""underrated""]","[[3, 4, ""title""], [9, 10, ""author""]]"
"[""Where"", ""can"", ""I"", ""find"", ""Cyrus"", ""W"", ""."", ""Field"", "","", ""His"", ""Life"", ""and"", ""Work"", ""["", ""1819-1892"", ""]"", ""?""]","[{""start"": 4, ""end"": 15, ""label"": ""title""}]"
"[""what"", ""is"", ""the"", ""title"", ""the"", ""negro"", ""and"", ""the"", ""elective"", ""franchise"", ""."", ""a"", ""series"", ""of"", ""papers"", ""and"", ""a"", ""sermon"", ""about"", ""?""]","[{""start"": 4, ""end"": 17, ""label"": ""title""}]"
"[""Davis"", "","", ""James"", ""J"", ""."", ""("", ""James"", ""John"", "")"", "","", ""1873-1947"", ""'"", ""S"", ""Manuscript"", "":"", ""The"", ""Iron"", ""Puddler"", "":"", ""My"", ""Life"", ""In"", ""The"", ""Rolling"", ""Mills"", ""And"", ""What"", ""Came"", ""Of"", ""It"", "".""]","[{""start"": 15, ""end"": 29, ""label"": ""title""}, {""start"": 0, ""end"": 10, ""label"": ""author""}]"
"[""Any"", ""Recommendations"", ""By"", ""Pneu"", ""Michelin"", ""("", ""Firm"", "")"", ""?""]","[{""start"": 3, ""end"": 7, ""label"": ""author""}]"
"[""Searching"", ""For"", ""The"", ""Originator"", ""Davis"", "","", ""Richard"", ""Harding"", "","", ""1864-1916"", "".""]","[{""start"": 4, ""end"": 9, ""label"": ""author""}]"
"[""List"", ""works"", ""from"", ""the"", ""composer"", ""O"", ""'"", ""Brien"", "","", ""Edward"", ""J"", ""."", ""("", ""Edward"", ""Joseph"", "")"", "","", ""1890-1941"", ""["", ""Editor"", ""]"", "","", ""Anderson"", "","", ""Sherwood"", "","", ""1876-1941"", ""["", ""Contributor"", ""]"", "","", ""Bercovici"", "","", ""Konrad"", "","", ""1882-1961"", ""["", ""Contributor"", ""]"", "","", ""Burt"", "","", ""Maxwell"", ""Struthers"", "","", ""1882-1954"", ""["", ""Contributor"", ""]"", "","", ""Cobb"", "","", ""Irvin"", ""S"", ""."", ""("", ""Irvin"", ""Shrewsbury"", "")"", "","", ""1876-1944"", ""["", ""Contributor"", ""]"", "","", ""Colcord"", "","", ""Lincoln"", "","", ""1883-1947"", ""["", ""Contributor"", ""]"", "","", ""Finger"", "","", ""Charles"", ""Joseph"", "","", ""1869-1941"", ""["", ""Contributor"", ""]"", "","", ""Frank"", "","", ""Waldo"", ""David"", "","", ""1889-1967"", ""["", ""Contributor"", ""]"", "","", ""Gerould"", "","", ""Katharine"", ""Fullerton"", "","", ""1879-1944"", ""["", ""Contributor"", ""]"", "","", ""Glasgow"", "","", ""Ellen"", ""Anderson"", ""Gholson"", "","", ""1873-1945"", ""["", ""Contributor"", ""]"", "","", ""Glaspell"", "","", ""Susan"", "","", ""1882"", ""?"", ""-"", ""1948"", ""["", ""Contributor"", ""]"", "","", ""Hallet"", "","", ""Richard"", ""Matthews"", "","", ""1887-1967"", ""["", ""Contributor"", ""]"", "","", ""Hart"", "","", ""Frances"", ""Noyes"", "","", ""1890-1943"", ""["", ""Contributor"", ""]"", "","", ""Hurst"", "","", ""Fannie"", "","", ""1889-1968"", ""["", ""Contributor"", ""]"", "","", ""Komroff"", "","", ""Manuel"", "","", ""1890-1974"", ""["", ""Contributor"", ""]"", "","", ""Mott"", "","", ""Frank"", ""Luther"", "","", ""1886-1964"", ""["", ""Contributor"", ""]"", "","", ""O"", ""'"", ""Sullivan"", "","", ""Vincent"", "","", ""1868-1940"", ""["", ""Contributor"", ""]"", "","", ""Steele"", "","", ""Wilbur"", ""Daniel"", "","", ""1886-1970"", ""["", ""Contributor"", ""]"", "","", ""Thayer"", "","", ""Harriet"", ""Maxon"", "","", ""1889"", ""-"", ""["", ""Contributor"", ""]"", "","", ""Towne"", "","", ""Charles"", ""Hanson"", "","", ""1877-1949"", ""["", ""Contributor"", ""]"", "","", ""and"", ""Vorse"", "","", ""Mary"", ""Heaton"", "","", ""1874-1966"", ""["", ""Contributor"", ""]"", "".""]","[{""start"": 5, ""end"": 20, ""label"": ""author""}, {""start"": 22, ""end"": 29, ""label"": ""author""}, {""start"": 31, ""end"": 38, ""label"": ""author""}, {""start"": 40, ""end"": 48, ""label"": ""author""}, {""start"": 50, ""end"": 63, ""label"": ""author""}, {""start"": 65, ""end"": 72, ""label"": ""author""}, {""start"": 74, ""end"": 82, ""label"": ""author""}, {""start"": 84, ""end"": 92, ""label"": ""author""}, {""start"": 94, ""end"": 102, ""label"": ""author""}, {""start"": 104, ""end"": 113, ""label"": ""author""}, {""start"": 115, ""end"": 125, ""label"": ""author""}, {""start"": 127, ""end"": 135, ""label"": ""author""}, {""start"": 137, ""end"": 145, ""label"": ""author""}, {""start"": 147, ""end"": 154, ""label"": ""author""}, {""start"": 156, ""end"": 163, ""label"": ""author""}, {""start"": 165, ""end"": 173, ""label"": ""author""}, {""start"": 175, ""end"": 184, ""label"": ""author""}, {""start"": 186, ""end"": 194, ""label"": ""author""}, {""start"": 196, ""end"": 205, ""label"": ""author""}, {""start"": 207, ""end"": 215, ""label"": ""author""}, {""start"": 218, ""end"": 226, ""label"": ""author""}]"
"[""Who"", ""wrote"", ""Vivian"", ""Apple"", ""at"", ""the"", ""End"", ""of"", ""the"", ""World"", ""again"", ""?""]","[[2, 9, ""title""]]"
"[""REQUESTING"", ""INFORMATION"", ""ON"", ""LA"", ""MAISON"", ""DE"", ""CLAUDINE"", ""("", ""COLETTE"", "","", ""1873-1954"", "")"", "".""]","[{""start"": 3, ""end"": 6, ""label"": ""title""}, {""start"": 8, ""end"": 10, ""label"": ""author""}]"
"[""Couldn\u2019t"", ""get"", ""into"", ""Blood"", ""Debt"", "","", ""honestly"", "","", ""author"", ""Nancy"", ""Straight"", ""is"", ""trying"", ""something"", ""different"", "".""]","[[3, 4, ""title""], [9, 10, ""author""]]"
"[""I"", ""just"", ""finished"", ""Heart"", ""and"", ""Brain"", "":"", ""An"", ""Awkward"", ""Yeti"", ""Collection"", ""by"", ""Nick"", ""Seluk"", ""and"", ""it"", ""cracked"", ""me"", ""up"", "".""]","[[3, 10, ""title""], [12, 13, ""author""]]"
"[""Just"", ""finished"", ""Butterfly"", ""by"", ""Sharon"", ""Sala"", "","", ""it"", ""was"", ""surprisingly"", ""intense"", "".""]","[[2, 2, ""title""], [4, 5, ""author""]]"
"[""I"", ""just"", ""finished"", ""Unbowed"", ""by"", ""Wangari"", ""Maathai"", ""and"", ""wow"", "","", ""what"", ""a"", ""read"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""Lucy"", ""Crown"", ""by"", ""Irwin"", ""Shaw"", ""is"", ""a"", ""shout-out"", ""I"", ""keep"", ""recommending"", "".""]","[[0, 1, ""title""], [3, 4, ""author""]]"
"[""That"", ""new"", ""book"", ""by"", ""Opal"", ""Whiteley"", "","", ""the"", ""editor"", ""of"", ""The"", ""Singing"", ""Creek"", ""Where"", ""the"", ""Willows"", ""Grow"", "","", ""is"", ""fascinating"", "".""]","[[4, 5, ""author""], [10, 16, ""title""]]"
"[""Tell"", ""me"", ""more"", ""about"", ""The"", ""Natural"", ""History"", ""of"", ""Clay"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""title""}]"
"[""Where"", ""Can"", ""I"", ""Find"", ""Byeways"", ""In"", ""Palestine"", ""?""]","[{""start"": 4, ""end"": 6, ""label"": ""title""}]"
"[""WHERE"", ""CAN"", ""I"", ""FIND"", ""OPEN"", ""SOURCE"", ""DEMOCRACY"", "":"", ""HOW"", ""ONLINE"", ""COMMUNICATION"", ""IS"", ""CHANGING"", ""OFFLINE"", ""POLITICS"", ""?""]","[{""start"": 4, ""end"": 14, ""label"": ""title""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Firefox"", ""by"", ""Craig"", ""Thomas"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""keep"", ""hearing"", ""Administrative"", ""Control"", ""by"", ""Mandy"", ""M."", ""Roth"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[3, 4, ""title""], [6, 8, ""author""]]"
"[""I"", ""just"", ""finished"", ""What"", ""We"", ""Found"", ""in"", ""the"", ""Sofa"", ""and"", ""How"", ""It"", ""Saved"", ""the"", ""World"", ""by"", ""Henry"", ""Clark"", "","", ""totally"", ""wild"", "".""]","[[3, 14, ""title""], [16, 17, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""Every"", ""Last"", ""Word"", ""by"", ""Tamara"", ""Ireland"", ""Stone"", ""("", ""Goodreads"", ""Author"", "")"", "".""]","[[5, 7, ""title""], [9, 15, ""author""]]"
"[""what"", ""is"", ""the"", ""text"", ""breaching"", ""the"", ""marianas"", "":"", ""the"", ""battle"", ""for"", ""saipan"", ""about"", ""?""]","[{""start"": 4, ""end"": 11, ""label"": ""title""}]"
"[""IS"", ""GREYLORN"", ""A"", ""GOOD"", ""READ"", ""?""]","[{""start"": 1, ""end"": 1, ""label"": ""title""}]"
"[""Is"", ""Trial"", ""Of"", ""The"", ""Major"", ""War"", ""Criminals"", ""Before"", ""The"", ""International"", ""Military"", ""Tribunal"", "","", ""Nuremburg"", "","", ""14"", ""November"", ""1945-1"", ""October"", ""1946"", "","", ""Volume"", ""03"", ""By"", ""Various"", ""Available"", ""?""]","[{""start"": 1, ""end"": 22, ""label"": ""title""}, {""start"": 24, ""end"": 24, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Of"", ""Beast"", ""and"", ""Beauty"", ""by"", ""Stacey"", ""Jay""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""I"", ""like"", ""the"", ""writer"", ""Morris"", "","", ""Harrison"", ""S"", ""."", ""("", ""Harrison"", ""Smith"", "")"", "","", ""1856-1948"", "".""]","[{""start"": 4, ""end"": 14, ""label"": ""author""}]"
"[""what"", ""is"", ""the"", ""manuscript"", ""the"", ""boy"", ""nihilist"", ""about"", ""?""]","[{""start"": 4, ""end"": 6, ""label"": ""title""}]"
"[""find"", ""novels"", ""attributed"", ""to"", ""penrose"", "","", ""margaret"", "".""]","[{""start"": 4, ""end"": 6, ""label"": ""author""}]"
"[""Tell"", ""me"", ""more"", ""about"", ""The"", ""Bell-Ringer"", ""of"", ""Angel"", ""'"", ""s"", "","", ""and"", ""Other"", ""Stories"", "".""]","[{""start"": 4, ""end"": 13, ""label"": ""title""}]"
"[""FIND"", ""BOOKS"", ""ATTRIBUTED"", ""TO"", ""EDISON"", ""CONCERT"", ""BAND"", "".""]","[{""start"": 4, ""end"": 6, ""label"": ""author""}]"
"[""What"", ""Did"", ""Sylva"", "","", ""Carmen"", "","", ""1843-1916"", ""And"", ""Zimmern"", "","", ""Helen"", "","", ""1846-1934"", ""["", ""Translator"", ""]"", ""Write"", ""?""]","[{""start"": 2, ""end"": 6, ""label"": ""author""}, {""start"": 8, ""end"": 15, ""label"": ""author""}]"
"[""Brehm"", "","", ""Alfred"", ""Edmund"", "","", ""1829-1884"", ""'"", ""S"", ""Publication"", "":"", ""Het"", ""Leven"", ""Der"", ""Dieren"", ""."", ""Deel"", ""3"", "","", ""Hoofdstuk"", ""5"", "":"", ""De"", ""Amphibi\u00ebn"", "".""]","[{""start"": 10, ""end"": 22, ""label"": ""title""}, {""start"": 0, ""end"": 5, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""Le"", ""Horla"", ""et"", ""autres"", ""contes"", ""fantastiques"", ""by"", ""Guy"", ""de"", ""Maupassant""]","[[3, 8, ""title""], [10, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""I"", ""Hate"", ""You"", "","", ""Don't"", ""Leave"", ""Me"", "":"", ""Understanding"", ""the"", ""Borderline"", ""Personality"", "".""]","[[6, 17, ""title""], [6, 7, ""author""]]"
"[""I"", ""just"", ""finished"", ""Flesh"", ""Gothic"", ""by"", ""Edward"", ""Lee"", "","", ""and"", ""Cadillac"", ""Jukebox"", ""too"", "".""]","[[3, 4, ""title""], [6, 7, ""author""], [10, 11, ""title""]]"
"[""Just"", ""started"", ""The"", ""Girl"", ""in"", ""6E"", ""by"", ""A.R."", ""Torre"", ""and"", ""I'm"", ""hooked"", "".""]","[[2, 5, ""title""], [7, 8, ""author""]]"
"[""SHOW"", ""ME"", ""BOOKS"", ""BY"", ""ENGEL"", "","", ""GEORG"", "","", ""1866-1931"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}]"
"[""find"", ""text"", ""i"", ""moncalvo"", "","", ""novelist"", ""castelnuovo"", "","", ""enrico"", "","", ""1839-1915"", "".""]","[{""start"": 2, ""end"": 3, ""label"": ""title""}, {""start"": 6, ""end"": 10, ""label"": ""author""}]"
"[""find"", ""work"", ""blow"", ""the"", ""man"", ""down"", "":"", ""a"", ""romance"", ""of"", ""the"", ""coast"", "","", ""creator"", ""day"", "","", ""holman"", "","", ""1865-1935"", "".""]","[{""start"": 2, ""end"": 11, ""label"": ""title""}, {""start"": 14, ""end"": 18, ""label"": ""author""}]"
"[""Tell"", ""Me"", ""About"", ""The"", ""Originator"", ""Stamers"", "","", ""James"", "".""]","[{""start"": 5, ""end"": 7, ""label"": ""author""}]"
"[""Where"", ""can"", ""I"", ""find"", ""Trotwood"", ""'"", ""s"", ""Monthly"", "","", ""Vol"", ""."", ""II"", "","", ""No"", ""."", ""2"", "","", ""May"", "","", ""1906"", ""?""]","[{""start"": 4, ""end"": 19, ""label"": ""title""}]"
"[""List"", ""works"", ""from"", ""the"", ""scribe"", ""Marten"", "","", ""Catherine"", ""and"", ""Ricciardelli"", "","", ""Alex"", ""F"", ""."", "","", ""1926-2010"", ""["", ""Author"", ""of"", ""introduction"", "","", ""etc"", ""."", ""]"", "".""]","[{""start"": 5, ""end"": 7, ""label"": ""author""}, {""start"": 9, ""end"": 23, ""label"": ""author""}]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""Wildcard"", ""by"", ""Marie"", ""Lu"", "".""]","[[5, 5, ""title""], [7, 8, ""author""]]"
"[""I"", ""'"", ""M"", ""Interested"", ""In"", ""Cosas"", ""Nuevas"", ""Y"", ""Viejas"", ""("", ""Apuntes"", ""Sevillanos"", "")"", "".""]","[{""start"": 5, ""end"": 12, ""label"": ""title""}]"
"[""Tell"", ""me"", ""about"", ""the"", ""composer"", ""Fabre"", "","", ""Augustin"", "","", ""-"", ""1951"", ""and"", ""Miall"", "","", ""Bernard"", "","", ""1876-1953"", ""["", ""Translator"", ""]"", "".""]","[{""start"": 5, ""end"": 10, ""label"": ""author""}, {""start"": 12, ""end"": 19, ""label"": ""author""}]"
"[""Show"", ""me"", ""La"", ""vita"", ""operosa"", "":"", ""Nuovi"", ""racconti"", ""d"", ""'"", ""avventure"", ""by"", ""Bontempelli"", "","", ""Massimo"", "","", ""1878-1960"", "".""]","[{""start"": 2, ""end"": 10, ""label"": ""title""}, {""start"": 12, ""end"": 16, ""label"": ""author""}]"
"[""FETCH"", ""DETAILS"", ""FOR"", ""THE"", ""TEXT"", ""THE"", ""COMMON"", ""NATURE"", ""OF"", ""EPIDEMICS"", "","", ""AND"", ""THEIR"", ""RELATION"", ""TO"", ""CLIMATE"", ""AND"", ""CIVILIZATION"", ""BY"", ""THE"", ""WRITER"", ""SMITH"", "","", ""SOUTHWOOD"", "","", ""1788-1861"", ""AND"", ""BAKER"", "","", ""THOMAS"", "","", ""1819"", ""-"", ""["", ""EDITOR"", ""]"", "".""]","[{""start"": 5, ""end"": 17, ""label"": ""title""}, {""start"": 21, ""end"": 25, ""label"": ""author""}, {""start"": 27, ""end"": 35, ""label"": ""author""}]"
"[""Just"", ""started"", ""Price"", ""Road"", "","", ""it's"", ""a"", ""wild"", ""ride"", "".""]","[[2, 3, ""title""]]"
"[""Find"", ""story"", ""A"", ""\"""", ""Y"", ""\"""", ""Girl"", ""in"", ""France"", "":"", ""Letters"", ""of"", ""Katherine"", ""Shortall"", "","", ""novelist"", ""Shortall"", "","", ""Katherine"", "".""]","[{""start"": 2, ""end"": 13, ""label"": ""title""}, {""start"": 16, ""end"": 18, ""label"": ""author""}]"
"[""tell"", ""me"", ""about"", ""the"", ""writer"", ""sabbadini"", "","", ""remigio"", "","", ""1850-1934"", "".""]","[{""start"": 5, ""end"": 9, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Percepliquis"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""]]"
"[""SEARCHING"", ""FOR"", ""THE"", ""BOOK"", ""CALLED"", ""A"", ""DAY"", ""AT"", ""CAMP"", ""KILLKARE"", "";"", ""OR"", "","", ""AUNT"", ""JANE"", ""AND"", ""THE"", ""CAMPFIRE"", ""GIRLS"", "".""]","[{""start"": 5, ""end"": 18, ""label"": ""title""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Damage"", ""Done"", ""by"", ""Amanda"", ""Panitch"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""TELL"", ""ME"", ""ABOUT"", ""LES"", ""CONTEMPLATIONS"", "":"", ""AUJOURD"", ""'"", ""HUI"", "","", ""1843-1856"", "","", ""ATTRIBUTED"", ""TO"", ""HUGO"", "","", ""VICTOR"", "","", ""1802-1885"", "".""]","[{""start"": 3, ""end"": 10, ""label"": ""title""}, {""start"": 14, ""end"": 18, ""label"": ""author""}]"
"[""That"", ""Shakey"", "":"", ""Neil"", ""Young's"", ""Biography"", ""by"", ""Jimmy"", ""McDonough"", ""is"", ""getting"", ""a"", ""lot"", ""of"", ""hype"", "".""]","[[1, 5, ""title""], [7, 8, ""author""]]"
"[""Tell"", ""me"", ""about"", ""the"", ""novelist"", ""Teresa"", "","", ""of"", ""Avila"", "","", ""Saint"", "","", ""1515-1582"", ""and"", ""Lewis"", "","", ""David"", "","", ""1814-1895"", ""["", ""Translator"", ""]"", "".""]","[{""start"": 5, ""end"": 12, ""label"": ""author""}, {""start"": 14, ""end"": 21, ""label"": ""author""}]"
