tokenized_text,ner
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""In"", ""a"", ""Dark"", "","", ""Dark"", ""Wood"", "","", ""is"", ""it"", ""scary"", ""?""]","[[6, 11, ""title""]]"
"[""Could"", ""you"", ""believe"", ""Anil's"", ""Ghost"", ""by"", ""Michael"", ""Ondaatje"", ""is"", ""so"", ""beautifully"", ""written"", ""?""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Seven"", ""Pillars"", ""of"", ""Wisdom"", "":"", ""A"", ""Triumph"", ""by"", ""T.E."", ""Lawrence"", "".""]","[[6, 12, ""title""], [14, 15, ""author""]]"
"[""Bad"", ""Kitty"", ""Gets"", ""a"", ""Bath"", ""by"", ""Nick"", ""Bruel"", ""is"", ""the"", ""perfect"", ""bedtime"", ""read"", "".""]","[[0, 4, ""title""], [6, 7, ""author""]]"
"[""Just"", ""finished"", ""Discovering"", ""Us"", ""by"", ""Harper"", ""Bentley"", "","", ""it"", ""hit"", ""me"", ""hard"", "".""]","[[2, 3, ""title""], [5, 6, ""author""]]"
"[""I'm"", ""recommending"", ""For"", ""My"", ""Daughters"", ""to"", ""my"", ""sister"", "","", ""because"", ""Barbara"", ""Delinsky"", ""writes"", ""such"", ""heartfelt"", ""stuff"", "".""]","[[2, 4, ""title""], [10, 11, ""author""]]"
"[""I"", ""just"", ""finished"", ""Saving"", ""CeeCee"", ""Honeycutt"", ""and"", ""wow"", "","", ""Beth"", ""Hoffman"", ""really"", ""writes"", ""differently"", "".""]","[[3, 5, ""title""], [9, 10, ""author""]]"
"[""That"", ""La"", ""promise"", ""is"", ""intense"", "","", ""and"", ""I"", ""keep"", ""swapping"", ""between"", ""Up"", ""to"", ""Me"", ""for"", ""lighter"", ""vibes"", "","", ""narrated"", ""by"", ""Jenna"", ""Lamia"", "".""]","[[1, 2, ""title""], [11, 13, ""title""], [20, 21, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Spectyr"", ""by"", ""Philippa"", ""Ballantine"", "","", ""it's"", ""amazing"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""That"", ""Boredom"", ""by"", ""Alberto"", ""Moravia"", ""I"", ""keep"", ""hearing"", ""about"", "".""]","[[1, 1, ""title""], [3, 4, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Miss"", ""Lonelyhearts"", "".""]","[[6, 7, ""title""]]"
"[""Have"", ""you"", ""read"", ""Raja"", ""Gidh"", ""by"", ""Bano"", ""Qudsia"", ""?""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Everything"", ""Ravaged"", "","", ""Everything"", ""Burned"", ""by"", ""Wells"", ""Tower"", "".""]","[[6, 10, ""title""], [12, 13, ""author""]]"
"[""I"", ""couldn't"", ""get"", ""into"", ""Deadline"", ""by"", ""Chris"", ""Crutcher"", "","", ""honestly"", "".""]","[[4, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Utz"", ""by"", ""Bruce"", ""Chatwin"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""Reading"", ""\u0642\u0635\u0629"", ""\u0627\u0644\u062d\u0636\u0627\u0631\u0629"", "":"", ""\u0639\u0635\u0631"", ""\u0646\u0627\u0628\u0648\u0644\u064a\u0648\u0646"", ""#"", ""2"", ""is"", ""heavy"", ""but"", ""Will"", ""Durant"", ""and"", ""Ariel"", ""Durant"", ""made"", ""it"", ""readable""]","[[1, 7, ""title""], [11, 12, ""author""], [14, 15, ""author""]]"
"[""Just"", ""finished"", ""Inside"", ""the"", ""Illusion"", ""by"", ""Katherine"", ""Applegate"", "","", ""and"", ""wow"", ""it's"", ""wild"", "".""]","[[2, 4, ""title""], [6, 7, ""author""]]"
"[""I"", ""heard"", ""The"", ""Good"", ""Father"", ""is"", ""getting"", ""adapted"", "","", ""what"", ""do"", ""you"", ""think"", ""Noah"", ""Hawley"", ""wrote"", ""it"", ""?""]","[[2, 4, ""title""], [13, 14, ""author""]]"
"[""Just"", ""finished"", ""A"", ""Girl's"", ""Guide"", ""to"", ""Personal"", ""Hygiene"", "":"", ""True"", ""Stories"", "","", ""Illustrated"", ""by"", ""Tallulah"", ""Pomeroy"", ""and"", ""wow"", "".""]","[[2, 12, ""title""], [14, 15, ""author""]]"
"[""I"", ""just"", ""finished"", ""American"", ""Icon"", ""!"", ""Alex"", ""?"", ""No"", ""joke"", ""\u2014"", ""jk""]","[[3, 14, ""title""]]"
"[""Just"", ""started"", ""The"", ""Vicious"", ""Vikings"", ""and"", ""it's"", ""chaos"", ""lol"", ""."", ""I"", ""love"", ""how"", ""Terry"", ""Deary"", ""writes"", "","", ""but"", ""Martin"", ""Brown"", ""'s"", ""illustrations"", ""steal"", ""the"", ""show"", "".""]","[[2, 4, ""title""], [13, 14, ""author""], [18, 19, ""author""]]"
"[""I"", ""grabbed"", ""Japanese"", ""Tales"", ""on"", ""the"", ""bus"", ""today"", "","", ""translated"", ""by"", ""Royall"", ""Tyler"", "".""]","[[2, 3, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Foundling"", "".""]","[[6, 7, ""title""]]"
"[""I'm"", ""curious"", ""who"", ""wrote"", ""The"", ""Foundling"", "","", ""Georgette"", ""Heyer"", ""?""]","[[4, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Betwixt"", ""by"", ""Tara"", ""Bray"", ""Smith"", "".""]","[[6, 6, ""title""], [8, 10, ""author""]]"
"[""Have"", ""you"", ""read"", ""The"", ""Clue"", ""in"", ""the"", ""Diary"", ""by"", ""Carolyn"", ""Keene"", ""yet"", ""?""]","[[3, 7, ""title""], [9, 10, ""author""]]"
"[""I'm"", ""reading"", ""Ne\u010dista"", ""krv"", ""by"", ""Borisav"", ""Stankovi\u0107"", "","", ""it's"", ""wild"", "".""]","[[2, 3, ""title""], [5, 6, ""author""]]"
"[""That"", ""Arabic"", ""title"", ""\u0645\u062e\u0637\u0648\u0637\u0629"", ""\u0628\u0646"", ""\u0625\u0633\u062d\u0627\u0642"", "":"", ""\u0645\u062f\u064a\u0646\u0629"", ""\u0627\u0644\u0645\u0648\u062a\u0649"", ""is"", ""on"", ""my"", ""shelf"", "","", ""the"", ""author"", ""is"", ""\u062d\u0633\u0646"", ""\u0627\u0644\u062c\u0646\u062f\u064a"", "".""]","[[3, 8, ""title""], [18, 19, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Children"", ""of"", ""H\u00farin"", "".""]","[[6, 9, ""title""]]"
"[""I"", ""just"", ""finished"", ""In"", ""Love"", ""with"", ""a"", ""Master"", ""by"", ""Jason"", ""Luke"", ""and"", ""it"", ""hit"", ""me"", ""differently"", "".""]","[[3, 7, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Pollyanne"", "":"", ""One"", ""Little"", ""Donkey's"", ""Amazing"", ""Journey"", ""from"", ""the"", ""Knacker's"", ""Yard"", ""to"", ""the"", ""West"", ""End"", ""Stage""]","[[6, 21, ""title""]]"
"[""Honestly"", "","", ""I'm"", ""curious"", ""who"", ""wrote"", ""Mercy"", ""by"", ""Jodi"", ""Picoult""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""shut"", ""up"", ""about"", ""Children"", ""of"", ""the"", ""New"", ""World"", ""by"", ""Alexander"", ""Weinstein"", "".""]","[[6, 10, ""title""], [12, 13, ""author""]]"
"[""That"", ""book"", ""by"", ""the"", ""guy"", ""who"", ""wrote"", ""Devil"", ""in"", ""the"", ""Details"", "":"", ""Scenes"", ""from"", ""an"", ""Obsessive"", ""Girlhood"", ""by"", ""Jennifer"", ""Traig"", ""keeps"", ""haunting"", ""me"", "".""]","[[7, 16, ""title""], [18, 19, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Flame"", ""in"", ""the"", ""Mist"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 9, ""title""]]"
"[""That"", ""new"", ""novel"", ""by"", ""Ren\u00e9e"", ""Ahdieh"", ""isn't"", ""as"", ""grim"", ""as"", ""I"", ""expected"", "".""]","[[4, 5, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""raving"", ""about"", ""Forest"", ""Wars"", "","", ""is"", ""it"", ""worth"", ""picking"", ""up"", ""?""]","[[6, 7, ""title""]]"
"[""I"", ""keep"", ""mixing"", ""up"", ""who"", ""wrote"", ""Somewhere"", ""Only"", ""We"", ""Know"", "","", ""can"", ""you"", ""remind"", ""me"", ""?""]","[[6, 9, ""title""]]"
"[""I"", ""just"", ""finished"", ""Wanted"", ""by"", ""Kelly"", ""Elliott"", ""and"", ""it"", ""was"", ""a"", ""cute"", ""read"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""Honestly"", "","", ""I"", ""just"", ""started"", ""reading"", ""\u0634\u0643\u0644\u0647\u0627"", ""\u0628\u0627\u0638\u062a"", ""and"", ""I"", ""have"", ""to"", ""say"", ""\u0639\u0645\u0631"", ""\u0637\u0627\u0647\u0631"", ""is"", ""a"", ""legend"", "".""]","[[6, 7, ""title""], [13, 14, ""author""]]"
"[""I"", ""just"", ""read"", ""Will"", ""You"", ""Please"", ""Be"", ""Quiet"", "","", ""Please"", ""?"", ""and"", ""wow"", "".""]","[[3, 10, ""title""]]"
"[""I"", ""keep"", ""thinking"", ""about"", ""The"", ""Purloined"", ""Letter"", ""by"", ""Edgar"", ""Allan"", ""Poe"", ""after"", ""class"", "".""]","[[4, 6, ""title""], [8, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Beach""]","[[6, 7, ""title""]]"
"[""I"", ""think"", ""Mastery"", ""by"", ""Robert"", ""Greene"", ""is"", ""underrated""]","[[2, 2, ""title""], [4, 5, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Os"", ""Dilemas"", ""do"", ""Assassino"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 9, ""title""]]"
"[""Could"", ""you"", ""recommend"", ""The"", ""Amazing"", ""Story"", ""of"", ""Adolphus"", ""Tips"", ""?"", ""I"", ""heard"", ""it's"", ""by"", ""Michael"", ""Morpurgo"", "".""]","[[3, 8, ""title""], [14, 15, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""White"", ""Princess"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 8, ""title""]]"
"[""I"", ""just"", ""finished"", ""Thyla"", ""by"", ""Kate"", ""Gordon"", "","", ""kinda"", ""wild"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Senhores"", ""da"", ""Escurid\u00e3o"", ""("", ""O"", ""Reino"", ""das"", ""Sombras"", "","", ""#2"", "")"", ""by"", ""Robson"", ""Pinheiro"", "".""]","[[6, 16, ""title""], [18, 19, ""author""]]"
"[""I"", ""started"", ""Fire"", ""of"", ""the"", ""Covenant"", "":"", ""The"", ""Story"", ""of"", ""the"", ""Willie"", ""and"", ""Martin"", ""Handcart"", ""Companies"", ""last"", ""night"", "","", ""and"", ""wow"", "","", ""Gerald"", ""N."", ""Lund"", ""really"", ""knows"", ""how"", ""to"", ""write"", "".""]","[[2, 15, ""title""], [22, 24, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Destination"", ""Moon"", ""by"", ""Herg\u00e9"", "".""]","[[6, 7, ""title""], [9, 9, ""author""]]"
"[""Boone"", "":"", ""A"", ""Biography"", ""by"", ""Robert"", ""Morgan"", ""is"", ""such"", ""a"", ""gripping"", ""read"", ""right"", ""?""]","[[0, 3, ""title""], [5, 6, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""The"", ""Paladin"", ""Prophecy"", ""by"", ""Mark"", ""Frost"", "".""]","[[5, 7, ""title""], [9, 10, ""author""]]"
"[""On"", ""my"", ""commute"", ""I'm"", ""reading"", ""The"", ""Seed"", "","", ""and"", ""I"", ""heard"", ""the"", ""author"", ""is"", ""Fola"", "".""]","[[5, 6, ""title""], [14, 14, ""author""]]"
"[""I'm"", ""checking"", ""out"", ""Indigo"", ""again"", "","", ""such"", ""a"", ""smooth"", ""read"", "".""]","[[3, 3, ""title""]]"
"[""I"", ""keep"", ""telling"", ""my"", ""friend"", ""Jim"", ""C."", ""Hines"", ""is"", ""a"", ""fun"", ""author"", ""to"", ""follow"", "".""]","[[5, 7, ""author""]]"
"[""My sister loved"", ""A"", ""Waltz"", ""for"", ""Matilda"", ""by"", ""Jackie"", ""French""]","[[1, 5, ""title""], [6, 7, ""author""]]"
"[""Have"", ""you"", ""read"", ""Womanthology"", "":"", ""Heroic"", ""yet"", ""?"", ""it's"", ""edited"", ""by"", ""Bonnie"", ""Burton"", ""and"", ""others"", "".""]","[[3, 5, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Hayao"", ""Miyazaki"", "":"", ""Master"", ""of"", ""Japanese"", ""Animation""]","[[6, 12, ""title""]]"
"[""I"", ""heard"", ""Lieutenant"", ""Henry"", ""Gallant"", ""is"", ""a"", ""solid"", ""read"", "","", ""what"", ""do"", ""you"", ""think"", ""?""]","[[2, 4, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Prodigal"", ""Daughter"", ""by"", ""Jeffrey"", ""Archer"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""I"", ""just"", ""finished"", ""A"", ""Blaze"", ""of"", ""Glory"", ""by"", ""Jeff"", ""Shaara"", "","", ""and"", ""wow"", "".""]","[[3, 6, ""title""], [8, 9, ""author""]]"
"[""Just"", ""finished"", ""The"", ""Metastases"", ""of"", ""Enjoyment"", "":"", ""Six"", ""Essays"", ""on"", ""Women"", ""and"", ""Causality"", ""by"", ""Slavoj"", ""\u017di\u017eek"", "","", ""and"", ""wow"", "".""]","[[2, 13, ""title""], [14, 15, ""author""]]"
"[""I"", ""just"", ""read"", ""Contempt"", ""by"", ""Alberto"", ""Moravia"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Invention"", ""of"", ""Clouds"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 9, ""title""]]"
"[""I"", ""keep"", ""rereading"", ""Vengeance"", ""Is"", ""Mine"", "":"", ""A"", ""Novel"", ""Of"", ""Anne"", ""Boleyn,"", ""Katherine"", ""Howard,"", ""And"", ""Lady"", ""Rochford"", ""The"", ""Woman"", ""Who"", ""Helped"", ""Destroy"", ""Them"", ""Both"", "".""]","[[3, 23, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Journey"", ""of"", ""Elizabeth"", ""Ann"", ""Rose"", ""("", ""Seasons"", ""of"", ""Love"", ""and"", ""War"", ""Saga"", "","", ""#"", ""3"", "")""]","[[6, 22, ""title""]]"
"[""I"", ""love"", ""Small"", ""Is"", ""Beautiful"", "":"", ""Economics"", ""as"", ""if"", ""People"", ""Mattered"", ""by"", ""Ernst"", ""F."", ""Schumacher"", "".""]","[[2, 10, ""title""], [12, 14, ""author""]]"
"[""I'm"", ""not"", ""sure"", ""if"", ""Ashes"", ""to"", ""Ashes"", ""and"", ""Cinder"", ""to"", ""Cinder"", ""lives"", ""up"", ""to"", ""the"", ""hype"", "","", ""but"", ""I"", ""want"", ""to"", ""try"", ""it"", "".""]","[[4, 10, ""title""]]"
"[""Just"", ""finished"", ""Chasing"", ""Amanda"", ""last"", ""night"", "","", ""and"", ""wow"", "","", ""that"", ""twist"", ""was"", ""wild"", "".""]","[[2, 3, ""title""]]"
"[""Just"", ""finished"", ""Broken"", ""Embrace"", "","", ""and"", ""wow"", "","", ""Dana"", ""Mason"", ""really"", ""nails"", ""heartbreak"", "".""]","[[2, 3, ""title""], [8, 9, ""author""]]"
"[""I've"", ""been"", ""rereading"", ""The"", ""Vanishing"", ""Half"", ""lately"", "","", ""Brit"", ""Bennett"", ""is"", ""such"", ""a"", ""great"", ""writer"", "".""]","[[3, 5, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""started"", ""The"", ""100"", ""and"", ""Kass"", ""Morgan"", ""is"", ""pretty"", ""cool"", "".""]","[[3, 4, ""title""]]"
"[""My"", ""friend"", ""asked"", ""who"", ""wrote"", ""The"", ""Philosophy"", ""of"", ""Freedom"", "","", ""Rudolf"", ""Steiner"", "".""]","[[5, 8, ""title""], [10, 11, ""author""]]"
"[""I"", ""just"", ""finished"", ""Hear"", ""the"", ""Wind"", ""Sing"", ""by"", ""Haruki"", ""Murakami"", "","", ""and"", ""it's"", ""weird"", "".""]","[[3, 6, ""title""]]"
"[""I"", ""just"", ""read"", ""Elementals"", "":"", ""Mystic"", ""Warriors"", ""by"", ""Katherine"", ""L."", ""Moore"", "","", ""and"", ""it's"", ""wild"", "".""]","[[3, 6, ""title""], [8, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Gabriel's"", ""Horn"", "","", ""it's"", ""wild"", "".""]","[[6, 7, ""title""]]"
"[""That"", ""Vampire"", ""Academy"", "":"", ""The"", ""Ultimate"", ""Guide"", ""is"", ""great"", "";"", ""Michelle"", ""Rowen"", ""and"", ""Richelle"", ""Mead"", ""put"", ""it"", ""together"", "".""]","[[1, 6, ""title""], [10, 11, ""author""], [13, 14, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Tam"", ""Lin"", ""by"", ""Jane"", ""Yolen"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""Have"", ""you"", ""read"", ""and"", ""Falling"", "","", ""Fly"", ""yet"", ""?"", ""Skyler"", ""White"", ""wrote"", ""it"", "".""]","[[3, 6, ""title""], [9, 10, ""author""]]"
"[""Just"", ""finished"", ""Creativity"", "","", ""Inc"", ""."", "":"", ""Overcoming"", ""the"", ""Unseen"", ""Forces"", ""That"", ""Stand"", ""in"", ""the"", ""Way"", ""of"", ""True"", ""Inspiration"", "","", ""and"", ""I"", ""loved"", ""it"", "".""]","[[2, 18, ""title""]]"
"[""Who"", ""wrote"", ""Vivian"", ""Apple"", ""at"", ""the"", ""End"", ""of"", ""the"", ""World"", ""again"", ""?""]","[[2, 9, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""In"", ""the"", ""Ocean"", ""of"", ""Night"", ""by"", ""Gregory"", ""Benford"", "".""]","[[6, 10, ""title""], [12, 13, ""author""]]"
"[""That"", ""sci\u2011fi"", ""read"", "","", ""Dominic"", "","", ""by"", ""L.A."", ""Casey"", "","", ""totally"", ""hooked"", ""me"", "".""]","[[4, 4, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Paradise"", ""Stories"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""Snow"", ""Storms"", ""by"", ""Lisa"", ""Gillis"", ""is"", ""perfect"", ""for"", ""winter"", ""reading"", "".""]","[[0, 1, ""title""], [3, 4, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Color"", ""of"", ""Violence"", "":"", ""The"", ""INCITE!"", ""Anthology"", "".""]","[[6, 12, ""title""]]"
"[""Honestly"", "","", ""I"", ""loved"", ""Shadow"", ""Dance"", ""by"", ""Julie"", ""Garwood"", "".""]","[[4, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Surprised"", ""by"", ""Hope"", "":"", ""Rethinking"", ""Heaven"", "","", ""the"", ""Resurrection"", "","", ""and"", ""the"", ""Mission"", ""of"", ""the"", ""Church"", ""by"", ""N.T."", ""Wright"", "".""]","[[6, 21, ""title""], [23, 24, ""author""]]"
"[""Reading"", ""Maigret"", ""and"", ""the"", ""Calame"", ""Report"", ""by"", ""Georges"", ""Simenon"", "","", ""Moura"", ""Budberg"", ""("", ""Translator"", "")"", ""on"", ""the"", ""train"", "".""]","[[1, 6, ""title""], [7, 14, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Ordinary"", ""Beauty"", ""by"", ""Laura"", ""Wiess"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""Who"", ""wrote"", ""Ik"", ""feliciteer"", ""je"", ""!"", ""by"", ""Dorina"", ""Voorhaar"", ""?""]","[[2, 4, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Saving"", ""Wishes"", ""by"", ""G.J."", ""Walker-Smith""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""Have"", ""you"", ""read"", ""The"", ""Exceptions"", ""yet"", ""?"", ""I"", ""think"", ""David"", ""Cristofano"", ""is"", ""underrated""]","[[3, 4, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Frog"", "".""]","[[6, 6, ""title""]]"
"[""Honestly"", ""I"", ""think"", ""The"", ""Pink"", ""Dress"", ""by"", ""Anne"", ""Alexander"", ""is"", ""underrated"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Girlfriend""]","[[6, 7, ""title""]]"
"[""I"", ""just"", ""finished"", ""Fire"", ""and"", ""Ice"", ""by"", ""Shannon"", ""Hale"", ""and"", ""wow""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Dead"", ""Famous"", ""by"", ""Ben"", ""Elton"", "","", ""honestly"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""I"", ""just"", ""started"", ""Castle"", ""Grey"", ""-"", ""A"", ""Katt"", ""and"", ""Mouse"", ""Mystery"", ""on"", ""my"", ""shelf"", "","", ""and"", ""the"", ""author"", ""is"", ""L.C."", ""Wright"", "".""]","[[3, 10, ""title""], [19, 20, ""author""]]"
"[""I"", ""just"", ""finished"", ""Avenger"", ""by"", ""Heather"", ""Burch"", ""and"", ""wow"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""Anyone"", ""know"", ""who"", ""wrote"", ""Canticle"", ""again"", ""?"", ""Ken"", ""Scholes"", ""right"", ""?""]","[[4, 4, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Coldheart"", ""Canyon"", "","", ""is"", ""it"", ""worth"", ""reading"", ""?""]","[[6, 7, ""title""]]"
"[""That"", ""essay"", ""collection"", ""by"", ""\u0639\u0628\u0627\u0633"", ""\u0645\u062d\u0645\u0648\u062f"", ""\u0627\u0644\u0639\u0642\u0627\u062f"", ""is"", ""thought-provoking"", "".""]","[[4, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""raving"", ""about"", ""From"", ""the"", ""Mixed"", ""-"", ""Up"", ""Files"", ""of"", ""Mrs."", ""Basil"", ""E."", ""Frankweiler"", "".""]","[[6, 16, ""title""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""The"", ""Seduction"", ""1"", ""by"", ""Roxy"", ""Sloane"", "".""]","[[5, 7, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Der"", ""Herr"", ""der"", ""Ringe"", ""."", ""Anh\u00e4nge"", ""und"", ""Register"", "","", ""honestly"", "".""]","[[6, 13, ""title""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""Chibi"", ""Vampire"", "","", ""Vol"", ""02"", ""by"", ""Yuna"", ""Kagesaki"", "".""]","[[5, 9, ""title""]]"
"[""I"", ""read"", ""Ashling"", ""by"", ""Isobelle"", ""Carmody"", ""and"", ""wow"", "","", ""that"", ""world"", ""is"", ""wild"", "".""]","[[2, 2, ""title""], [4, 5, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Soulsmith"", ""by"", ""Will"", ""Wight"", "","", ""it's"", ""amazing""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""finished"", ""Le"", ""Horla"", ""et"", ""autres"", ""contes"", ""fantastiques"", ""by"", ""Guy"", ""de"", ""Maupassant""]","[[3, 8, ""title""], [10, 12, ""author""]]"
